index,program,pred_y_hat,pred_side,true_y,true_side,error,direction_correct,verdict
1,7zip,1.0110034942626953,v1,1.0,v1,0.011003494262695312,True,O3-bolt ≈ O3-bolt-opt（差异在 ±5% 内）
2,ASCI_Purple_SMG2000,1.0156774520874023,v1,1.0,v1,0.015677452087402344,True,O3-bolt ≈ O3-bolt-opt（差异在 ±5% 内）
3,ASC_Sequoia_AMGmk,0.9974120259284973,v2,1.0,v1,-0.0025879740715026855,False,O3-bolt ≈ O3-bolt-opt（差异在 ±5% 内）
4,ASC_Sequoia_CrystalMk,1.0062134265899658,v1,1.0,v1,0.00621342658996582,True,O3-bolt ≈ O3-bolt-opt（差异在 ±5% 内）
5,ASC_Sequoia_IRSmk,0.9981281757354736,v2,1.0,v1,-0.0018718242645263672,False,O3-bolt ≈ O3-bolt-opt（差异在 ±5% 内）
6,BitBench_drop3,0.9632062315940857,v2,0.9340659379959106,v2,0.02914029359817505,True,O3-bolt ≈ O3-bolt-opt（差异在 ±5% 内）
7,BitBench_five11,1.005901575088501,v1,0.949999988079071,v2,0.05590158700942993,False,O3-bolt ≈ O3-bolt-opt（差异在 ±5% 内）
8,BitBench_uudecode,1.0211668014526367,v1,1.7185726165771484,v1,-0.6974058151245117,True,O3-bolt ≈ O3-bolt-opt（差异在 ±5% 内）
9,BitBench_uuencode,1.0045115947723389,v1,1.0051546096801758,v1,-0.0006430149078369141,True,O3-bolt ≈ O3-bolt-opt（差异在 ±5% 内）
10,Bullet,0.9864035844802856,v2,1.0,v1,-0.013596415519714355,False,O3-bolt ≈ O3-bolt-opt（差异在 ±5% 内）
11,DOE-ProxyApps-C++_CLAMR,0.8843175768852234,v2,1.0,v1,-0.11568242311477661,False,O3-bolt-opt 优于 O3-bolt（快 11.6%，加速比 1.13x）
12,DOE-ProxyApps-C++_HACCKernels,0.9947491884231567,v2,1.0,v1,-0.005250811576843262,False,O3-bolt ≈ O3-bolt-opt（差异在 ±5% 内）
